subject,topic,subtopic,patternFamily,subtype,difficulty,gradeBand,minGrade,maxGrade,allowedGrades,allowedLevels,answerMode,optionCount,sourceFile,rowKind,bankProvenance,poolKey,itemHasExplicitGate,spine_skill_id,geography_bank_topic,spine_grade_key,stemHash,stemText
hebrew,comprehension,,comprehension_typed_band_early_g1_g2,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.one_sentence_who_what,,,8e7d15ed9ce94654a3ea2b80,מה רואים בשמים ביום בהיר?
hebrew,comprehension,,comprehension_typed_band_early_g1_g2,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.simple_instruction,,,a858983036e34afb4e16ec28,סמנו לפי ההוראה: איזו מילה מתארת מזג חם?
hebrew,comprehension,,comprehension_typed_band_early_g1_g2,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.simple_instruction,,,646565bd73256649ff25ae06,ענו לפי ההוראה: סמנו את המילה שמתאימה ללילה.
hebrew,comprehension,,comprehension_wh,literal_detail,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.one_sentence_who_what,,,aa865e8ec230091297bf2144,למה חשוב לסגור את הדלת כשיוצאים מהכיתה בחורף?
hebrew,comprehension,,comprehension_wh,literal_detail,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.one_sentence_who_what,,,4578b2f50de7f41228b64794,מי בדרך כלל מסדר את השיעור בכיתה?
hebrew,comprehension,,comprehension_typed_band_early_g1_g2,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.simple_instruction,,,36436d03089c2f3774778858,סמנו לפי ההוראה: איזו מילה מתארת משהו מתוק לאכול?
hebrew,comprehension,,comprehension_typed_band_early_g1_g2,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.simple_instruction,,,e797fd5571c1619039a3d267,ענו לפי ההוראה: סמנו את החיה שחיה מתחת למים.
hebrew,comprehension,,comprehension_typed_band_early_g1_g2,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:comprehension:g1.one_sentence_who_what,,,843a76a5b9d52cf07ca6d2c4,מה קורה לפרח אם לא משקים אותו זמן רב?
hebrew,writing,,g1_spelling_meaning_home,context_not_shown,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,26dc7cde29486fe388a1c3be,"יש לנו מקום לגור בו עם דלת וחלונות — במילה אחת, איך נכתוב את שם המקום?"
hebrew,writing,,g1_spelling_cloze_family,aba,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,32e56799732006278ca26eb5,השלימו במשפט: ׳א___ ואמא באים לאסוף אותי.׳
hebrew,writing,,g1_spelling_meaning_mother,family_role,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,a02508a0ddcf104a638ce54c,"מי מבשלת לפעמים, מנחמת ואוהבת מאוד? בחרו איות למילה שמתארת את התפקיד המשפחתי:"
hebrew,writing,,g1_spelling_cloze_gan,place_school,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,3a054bb66172d9928decf7ed,"לפני בית הספר, ילדים קטנים משחקים לפעמים ב___ ."
hebrew,writing,,g1_spelling_riddle_animal,dog,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,871e5de16cf6c7ab8d72558b,"חיה שמנבחת לפעמים ויש לה זנב — במילה אחת, איך נכתוב את שם החיה?"
hebrew,writing,,g1_spelling_meaning_sun,concept_then_spell,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,d6be4946b14a8d46e7e2e061,מה מאיר לנו ביום בהיר בשמיים? בחרו את האיות הנכון למילה שמתארת את זה:
hebrew,writing,,g1_spelling_riddle_object,pencil,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,b6ee1066bc32e3d117a5fcc3,יש בו עופרת וכותבים איתו על הדף — בחרו איות נכון לשם החפץ:
hebrew,writing,,g1_spelling_cloze_chair,furniture,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,9a9357c551661aecacf073e8,ישבתי בכיתה על ___ יציב.
hebrew,writing,,g1_spelling_meaning_teacher,role,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,24b8672d49897346036a7307,מי מסבירה ליד הלוח ועוזרת לנו ללמוד? בחרו איות למילה שמתארת את התפקיד:
hebrew,writing,,g1_spelling_meaning_table,furniture,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,09a5e804bcadc3837cb66c70,אוכלים עליו לפעמים או כותבים עליו בכיתה — בחרו איות למילה שמתארת את הרהיט הארוך:
hebrew,writing,,g1_spelling_riddle_food,apple,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,093706cb77b46a37fbfb6f64,פרי עגול ואדום לפעמים — בחרו איות נכון לשם הפרי:
hebrew,writing,,g1_spelling_meaning_window,classroom,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,a0452e59b187e22d057c083f,בכיתה רואים דרכו החוצה — בחרו איות למילה שמתארת את הפתח המואר:
hebrew,writing,,g1_spelling_meaning_book,object,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,5224787c3a05cc1afb5d3a7f,קוראים ממנו סיפורים — בחרו איות למילה שמתארת את החפץ:
hebrew,writing,,g1_writing_spell_notebook,machberet,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,7688184237e4be5ce2a66e5c,בחרו איות נכון למילה (רק צורת כתיב):
hebrew,writing,,g1_copy_typing_book,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,d428162b29835b06e49f3aaa,המילה מופיעה כאן: ׳ספר׳ — הקלידו בדיוק את המילה (בלי רווחים מיותרים):
hebrew,writing,,g1_copy_typing_home,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,3cbe31f5f867e4ea8eb6f08d,המילה מופיעה כאן: ׳בית׳ — הקלידו בדיוק את המילה:
hebrew,writing,,g1_copy_typing_ima,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,ef5c4bc4dc2bb5428900feff,המילה מופיעה כאן: ׳אמא׳ — הקלידו בדיוק את המילה:
hebrew,writing,,g1_spelling_meaning_friend,social,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.copy_word,,,8b891175ab23027403a31a6d,מי משחק איתי ואוהב אותי? בחרו איות למילה שמתארת את הקשר:
hebrew,writing,,g1_writing_cloze_ahav,ohev_water,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",typing,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:writing:g1.spell_word_choice,,,648663469095ff4d35440ac0,השלימו איות: אני או_ה מים.
hebrew,grammar,,g1_grammar_pos_label,part_of_speech,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_pos_roles,,,66bd25d163c2adee96aca743,מה חלק הדיבר של המילה 'בית'?
hebrew,grammar,,g1_grammar_pick_verb,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_pos_roles,,,65a7abd082e80b3acdc2cf8c,במשפט ׳הילד אוכל תפוח׳ — איזו מילה היא הפועל?
hebrew,grammar,,g1_grammar_pick_adj,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_pos_roles,,,03a86f2ba3bae6aa1c35e757,במשפט ׳הפרחים צבעוניים׳ — איזו מילה היא התואר?
hebrew,grammar,,g1_grammar_pos_manner,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_pos_roles,,,01ba615b8e77616e58d0dbfb,במשפט ׳הוא רץ מהר׳ — איך נקראת המילה 'מהר'?
hebrew,grammar,,g1_grammar_subject_verb_animal,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,01ead26c2af351113bd47189,בחרו משפט תקין על הכלב ופועל ׳רץ׳:
hebrew,grammar,,g1_grammar_gender_agreement_short,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,d76c6066d25628346f6f5547,איזה ניסוח מתאים לגוף ולמין (ילד/ילדה)?
hebrew,grammar,,g1_grammar_subject_verb_cat,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,5ce6f5f8755c1026ef53d930,בחרו משפט תקין — חתול ופועל ׳ישן׳:
hebrew,grammar,,g1_grammar_subject_verb_fish,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,e80cb3fc6c19d58dba057d1c,מה המשפט התקין לגבי דג ופועל ׳שוחה׳?
hebrew,grammar,,g1_grammar_illformed_pick,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_wellformed,,,8710ae7e8f0cf014b90ac763,איזה משפט לא תקין?
hebrew,grammar,,g1_grammar_cloze_adverb,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_cloze_deixis,,,a08ab82da7ea1a3500984d4f,בחרו מילה שמשלימה: בבוקר אני ___ קורא.
hebrew,grammar,,g1_grammar_odd_one_out,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_odd_category,,,43ebcc34e038e9b9772132eb,איזו מילה לא שייכת לקבוצה?
hebrew,grammar,,g1_grammar_word_order,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_word_order,,,c3d04dfc6aaac9266c97db7a,איזה משפט עם סדר מילים תקין?
hebrew,grammar,,g1_grammar_sentence_punct_end,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_punctuation,,,1e0f801831cf4ae22005ecfc,איזה משפט מסתיים בסימן הנכון בסוף?
hebrew,grammar,,g1_grammar_question_mark,verb_syntax,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_punctuation,,,55f8d4f3fd1dc1d8b0532eef,איזה משפט שאלה נכון?
hebrew,grammar,,g1_grammar_plural_agreement_bad,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,500cc7d3a226b3278d79a47a,איזה משפט לא מתאים לרבים?
hebrew,grammar,,g1_grammar_noun_adj_pair,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,a3c571d2cd6727a1307e22d3,בחרו צמד מילים מתאים:
hebrew,grammar,,g1_grammar_plural_verb_play,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,602ce145a5e0cdd0b642a9e5,בחרו משפט תקין:
hebrew,grammar,,g1_grammar_wh_answer_fit,verb_syntax,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_connectors_time,,,b570edaee61cc597d6f21146,מי מתאים לשאלה: ׳מי בא לכיתה?׳
hebrew,grammar,,g1_grammar_pick_verb_cook,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_pos_roles,,,7c2104e116ac384b16796723,במשפט ׳אמא מבשלת מרק׳ — איזו מילה היא הפועל?
hebrew,grammar,,g1_grammar_conjunction_and,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_connectors_time,,,e80709874c5bbee27502aa64,בחרו משפט עם ׳ו׳ חיבור נכון:
hebrew,grammar,,g1_grammar_fem_singular_verb,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,4e0c01e0c70f1faffe88758d,בחרו משפט תקין לנקבה:
hebrew,grammar,,g1_grammar_future_basic,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_connectors_time,,,b4cd0d92995a3c0cfe5be2c9,בחרו משפט תקין לעתיד:
hebrew,grammar,,g1_grammar_negation_want,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_wellformed,,,a765f711900fee5ff861c3fd,בחרו משפט עם שלילה נכונה:
hebrew,grammar,,g1_grammar_morning_wake,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,0c0017f17407eec8f8e18c6f,בחרו משפט תקין אחרי שינה:
hebrew,grammar,,g1_grammar_classroom_sentence,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_wellformed,,,602ce145a5e0cdd0b642a9e5,בחרו משפט תקין:
hebrew,grammar,,g1_grammar_dual_subject_plural,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,5bf19bc8af256b0625c23a1b,דני ויוסי ___ בגן.
hebrew,grammar,,g1_grammar_plural_meaning,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_pos_roles,,,6e951986a80e9698309404e6,המילה ׳ילדים׳ מציינת:
hebrew,grammar,,g1_grammar_drink_agreement,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_agreement_light,,,602ce145a5e0cdd0b642a9e5,בחרו משפט תקין:
hebrew,grammar,,g1_grammar_present_time,legacy_easy,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:grammar:g1.grammar_connectors_time,,,e088764a6222a8ffefae4be9,איזה משפט מתאר היום (לא אתמול ולא מחר)?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,37a0172d872e01f18e253db7,איפה שמים לפעמים צלחת או ספר בשיעור הבית?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,004d224dc8b8d9a6aeafb6d1,על מה יושבים בכיתה?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,1104bfb79d43f0fdaf6ff88a,איפה רואים לפעמים שמיים ועצים מבעד?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,2dd6cda0821ae73db691f385,מה פותחים כשנכנסים לחדר?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,f274fd82a735b3b6f3573514,במה קוראים סיפורים?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,50b3904f128e079cb69527a6,במה כותבים על הדף?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,773fc8529b17c510ac0fa7cc,איפה לומדים עם המורה והחברים?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,7d7e2bea6169b861c571b425,איפה רואים לעיתים גזע וענפים?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,36b8981bacec7d480956b49b,מה פורח לעיתים בגן ויש לו ריח נעים?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,690c17434fa8c1a3e03281e4,מה שותים כשצמאים?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,0063ee556cb8b93f4add4cd2,מה מאיר בשמיים ביום?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,ce03af4b6d2fb844502cae86,מה רואים בשמיים בלילה בהיר?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,b16a58f046ab0f9b03e02290,מה נוצץ בשמיים רחוקים בלילה?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,fe602074326efefe142120a2,איזו חיה מייללת לפעמים ואוהבת חלב?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,435b74f3d42134dcbc204b2b,איזו ציפור קטנה יכולה לעוף?
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_meaning_concrete,,,16b87e3a4b976280125c83b0,בחרו מילה שקשורה לגן משחקים:
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_picture,,,1d664b69d0fb9425d4fc86ef,לפי הרמז: דבר לבן שיורד מהשמיים בחורף ואפשר לעשות ממנו כדור.
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_picture,,,19fb3c47ddaf5eeadb53398c,לפי הרמז: חיה קטנה שמצייצת ולפעמים בונה קן.
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_picture,,,acfcaca88fd71da1bbd44747,לפי הרמז: משהו שמאיר בלילה בשמיים ולפעמים נראה כמו חצי עיגול.
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_picture,,,77be90f36c6143e9fa4e4256,לפי הרמז: משקה שקור ומתאים כשחם בחוץ.
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_picture,,,f581143331ebf5fcf2817fe7,לפי הרמז: מקום בבית שבו שוטפים ידיים ופנים.
hebrew,vocabulary,,vocabulary_typed,general,easy,early,1,1,"[""g1""]","[""easy"",""medium""]",choice,4,utils/hebrew-question-generator.js,hebrew_legacy,static_bank,G1_EASY_QUESTIONS,,hebrew:g1:vocabulary:g1.word_picture,,,ca45d8426fb732cbc658d54a,לפי הרמז: דבר שמחברים איתו בין שני קצוות של נייר.
